,method1,method2,metric,value,dataName
54,infomap,multilevel,adjusted_rand,0.8544181361026714,Dolphins
55,infomap,multilevel,vi,0.9526744323106535,Dolphins
57,infomap,multilevel,split-join,6.0,Dolphins
58,infomap,multilevel,rand,0.9687995769434162,Dolphins
60,infomap,multilevel,vi,0.18175831063464232,Dolphins
61,infomap,multilevel,nmi,0.8621848990517487,Dolphins
63,infomap,multilevel,rand,0.9444738233738764,Dolphins
64,infomap,multilevel,adjusted_rand,0.7916479500422928,Dolphins
68,infomap,multilevel,rand,1.0,Dolphins
71,infomap,multilevel,nmi,0.8937885682597622,Dolphins
74,infomap,multilevel,adjusted_rand,0.8749987907945611,Dolphins
75,infomap,multilevel,vi,0.6813195782505743,Dolphins
81,infomap,multilevel,nmi,0.8397920329534586,Dolphins
84,infomap,multilevel,adjusted_rand,0.8094256171441142,Dolphins
85,infomap,multilevel,vi,0.34294424543376234,Dolphins
87,infomap,multilevel,split-join,18.0,Dolphins
88,infomap,multilevel,rand,0.9365415124272873,Dolphins
90,infomap,multilevel,vi,0.3686048359866243,Dolphins
93,infomap,multilevel,rand,0.9629825489159173,Dolphins
97,infomap,multilevel,split-join,0.0,Dolphins
99,infomap,multilevel,adjusted_rand,0.7611509759877652,Dolphins
100,infomap,multilevel,vi,0.6071077412552288,Dolphins
101,infomap,multilevel,nmi,0.8084201355521954,Dolphins
103,infomap,multilevel,rand,0.9513484928609203,Dolphins
104,infomap,multilevel,adjusted_rand,0.8063471548332878,Dolphins
106,infomap,multilevel,nmi,0.9396221068246445,Dolphins
108,infomap,multilevel,rand,0.9497620306716023,Dolphins
110,infomap,multilevel,vi,0.7230046481051557,Dolphins
118,infomap,multilevel,rand,0.8831306187202539,Dolphins
119,infomap,multilevel,adjusted_rand,0.8521387878039132,Dolphins
129,infomap,multilevel,adjusted_rand,0.7657892536777349,Dolphins
131,infomap,multilevel,nmi,0.8929097575629296,Dolphins
133,infomap,multilevel,rand,0.9275515600211528,Dolphins
134,infomap,multilevel,adjusted_rand,0.9246396171644728,Dolphins
137,infomap,multilevel,split-join,13.0,Dolphins
139,infomap,multilevel,adjusted_rand,0.6599190873755894,Dolphins
140,infomap,multilevel,vi,0.7825934125275835,Dolphins
146,infomap,multilevel,nmi,0.793557858721762,Dolphins
151,infomap,multilevel,nmi,0.8490150748380615,Dolphins
155,infomap,multilevel,vi,0.46301848470165297,Dolphins
156,infomap,multilevel,nmi,0.8586470976759649,Dolphins
158,infomap,multilevel,rand,0.9196192490745637,Dolphins
159,infomap,multilevel,adjusted_rand,0.7004363928636348,Dolphins
161,infomap,multilevel,nmi,0.8443615224727118,Dolphins
162,infomap,multilevel,split-join,17.0,Dolphins
163,infomap,multilevel,rand,0.9375991538868323,Dolphins
169,infomap,multilevel,adjusted_rand,0.8235879468866936,Dolphins
170,infomap,multilevel,vi,0.7106459119794546,Dolphins
173,infomap,multilevel,rand,0.9391856160761503,Dolphins
174,infomap,multilevel,adjusted_rand,0.9284604198098431,Dolphins
175,infomap,multilevel,vi,0.7125497404810721,Dolphins
178,infomap,multilevel,rand,0.9777895293495505,Dolphins
180,infomap,multilevel,vi,0.37592582463210134,Dolphins
181,infomap,multilevel,nmi,1.0,Dolphins
184,infomap,multilevel,adjusted_rand,1.0,Dolphins
185,infomap,multilevel,vi,0.35350690652923467,Dolphins
191,infomap,multilevel,nmi,0.8316101742358809,Dolphins
197,infomap,multilevel,split-join,11.0,Dolphins
199,infomap,multilevel,adjusted_rand,0.7419317030564881,Dolphins
