,method1,method2,metric,value,dataName
66,infomap,multilevel,nmi,0.837261540990928,Dolphins
67,infomap,multilevel,split-join,22.0,Dolphins
69,infomap,multilevel,adjusted_rand,0.6599190873755894,Dolphins
70,infomap,multilevel,vi,0.4069665526737878,Dolphins
73,infomap,multilevel,rand,0.9275515600211528,Dolphins
74,infomap,multilevel,adjusted_rand,0.8510676912119223,Dolphins
79,infomap,multilevel,adjusted_rand,0.8094256171441142,Dolphins
81,infomap,multilevel,nmi,0.7700647964558177,Dolphins
83,infomap,multilevel,rand,0.9524061343204655,Dolphins
84,infomap,multilevel,adjusted_rand,0.7850288549628535,Dolphins
85,infomap,multilevel,vi,0.6071077412552288,Dolphins
89,infomap,multilevel,adjusted_rand,0.7611509759877652,Dolphins
90,infomap,multilevel,vi,0.4295097589924697,Dolphins
92,infomap,multilevel,split-join,15.0,Dolphins
95,infomap,multilevel,vi,0.46301848470165297,Dolphins
96,infomap,multilevel,nmi,0.8084201355521954,Dolphins
97,infomap,multilevel,split-join,2.0,Dolphins
98,infomap,multilevel,rand,0.9000528820729773,Dolphins
100,infomap,multilevel,vi,0.28303214491165196,Dolphins
101,infomap,multilevel,nmi,0.793557858721762,Dolphins
103,infomap,multilevel,rand,0.9386567953463777,Dolphins
104,infomap,multilevel,adjusted_rand,0.9349536507975333,Dolphins
106,infomap,multilevel,nmi,0.9671577684226496,Dolphins
108,infomap,multilevel,rand,0.9153886832363831,Dolphins
109,infomap,multilevel,adjusted_rand,0.8274961271425113,Dolphins
110,infomap,multilevel,vi,0.624861760589313,Dolphins
111,infomap,multilevel,nmi,0.8777108258434729,Dolphins
114,infomap,multilevel,adjusted_rand,0.8321191847755989,Dolphins
116,infomap,multilevel,nmi,0.8443615224727118,Dolphins
118,infomap,multilevel,rand,0.9148598625066102,Dolphins
119,infomap,multilevel,adjusted_rand,0.7251257271186108,Dolphins
124,infomap,multilevel,adjusted_rand,0.6646213382667776,Dolphins
129,infomap,multilevel,adjusted_rand,0.8729914045465643,Dolphins
131,infomap,multilevel,nmi,0.9114029260932063,Dolphins
135,infomap,multilevel,vi,0.3901042160393171,Dolphins
138,infomap,multilevel,rand,0.9365415124272873,Dolphins
139,infomap,multilevel,adjusted_rand,0.7004363928636348,Dolphins
140,infomap,multilevel,vi,0.5642923189786622,Dolphins
143,infomap,multilevel,rand,0.9777895293495505,Dolphins
145,infomap,multilevel,vi,0.37592582463210134,Dolphins
146,infomap,multilevel,nmi,0.7609502530261736,Dolphins
150,infomap,multilevel,vi,0.44543447191234,Dolphins
151,infomap,multilevel,nmi,0.805903505375209,Dolphins
155,infomap,multilevel,vi,0.5424687206980026,Dolphins
159,infomap,multilevel,adjusted_rand,0.9246396171644728,Dolphins
161,infomap,multilevel,nmi,0.8625350439608456,Dolphins
164,infomap,multilevel,adjusted_rand,0.7693189902880807,Dolphins
168,infomap,multilevel,rand,0.9735589635113696,Dolphins
179,infomap,multilevel,adjusted_rand,0.6569209699456846,Dolphins
180,infomap,multilevel,vi,0.6670198417773396,Dolphins
181,infomap,multilevel,nmi,0.8218605660367149,Dolphins
184,infomap,multilevel,adjusted_rand,0.8062496635344254,Dolphins
191,infomap,multilevel,nmi,0.7291329096068688,Dolphins
196,infomap,multilevel,nmi,0.9396221068246445,Dolphins
