,method1,method2,metric,value,dataName
30,infomap,multilevel,vi,0.40470550706841824,Dolphins
32,infomap,multilevel,split-join,12.0,Dolphins
34,infomap,multilevel,adjusted_rand,0.6569209699456846,Dolphins
35,infomap,multilevel,vi,0.6813195782505743,Dolphins
37,infomap,multilevel,split-join,13.0,Dolphins
39,infomap,multilevel,adjusted_rand,0.8642040132720433,Dolphins
41,infomap,multilevel,nmi,1.0,Dolphins
43,infomap,multilevel,rand,0.9275515600211528,Dolphins
44,infomap,multilevel,adjusted_rand,0.8521387878039132,Dolphins
45,infomap,multilevel,vi,0.18175831063464232,Dolphins
48,infomap,multilevel,rand,0.9418297197250133,Dolphins
49,infomap,multilevel,adjusted_rand,0.8729914045465643,Dolphins
51,infomap,multilevel,nmi,0.8777108258434729,Dolphins
53,infomap,multilevel,rand,0.9153886832363831,Dolphins
55,infomap,multilevel,vi,0.5714255732510991,Dolphins
56,infomap,multilevel,nmi,0.772464746912493,Dolphins
57,infomap,multilevel,split-join,19.0,Dolphins
58,infomap,multilevel,rand,0.9629825489159173,Dolphins
61,infomap,multilevel,nmi,0.8494291022584517,Dolphins
63,infomap,multilevel,rand,0.8826017979904813,Dolphins
65,infomap,multilevel,vi,0.28303214491165196,Dolphins
67,infomap,multilevel,split-join,14.0,Dolphins
69,infomap,multilevel,adjusted_rand,0.9258969674690096,Dolphins
70,infomap,multilevel,vi,0.4084693994266817,Dolphins
73,infomap,multilevel,rand,0.9497620306716023,Dolphins
74,infomap,multilevel,adjusted_rand,0.7478183560068984,Dolphins
76,infomap,multilevel,nmi,0.8165639977360766,Dolphins
78,infomap,multilevel,rand,0.8831306187202539,Dolphins
79,infomap,multilevel,adjusted_rand,1.0,Dolphins
80,infomap,multilevel,vi,0.8190827918801586,Dolphins
81,infomap,multilevel,nmi,0.9090402368868528,Dolphins
83,infomap,multilevel,rand,0.9106292966684295,Dolphins
84,infomap,multilevel,adjusted_rand,0.8418533290554693,Dolphins
85,infomap,multilevel,vi,0.26733100170961466,Dolphins
86,infomap,multilevel,nmi,0.8929097575629296,Dolphins
90,infomap,multilevel,vi,0.7825934125275835,Dolphins
92,infomap,multilevel,split-join,2.0,Dolphins
93,infomap,multilevel,rand,0.9735589635113696,Dolphins
95,infomap,multilevel,vi,0.9526744323106535,Dolphins
99,infomap,multilevel,adjusted_rand,0.8457457176394014,Dolphins
103,infomap,multilevel,rand,0.9000528820729774,Dolphins
105,infomap,multilevel,vi,0.7178089576031494,Dolphins
106,infomap,multilevel,nmi,0.8535395342000681,Dolphins
108,infomap,multilevel,rand,0.9164463246959282,Dolphins
112,infomap,multilevel,split-join,9.0,Dolphins
113,infomap,multilevel,rand,0.9508196721311474,Dolphins
114,infomap,multilevel,adjusted_rand,0.7611509759877652,Dolphins
116,infomap,multilevel,nmi,0.9503495750078393,Dolphins
118,infomap,multilevel,rand,0.9777895293495505,Dolphins
120,infomap,multilevel,vi,0.563237857104363,Dolphins
122,infomap,multilevel,split-join,11.0,Dolphins
126,infomap,multilevel,nmi,0.7291329096068688,Dolphins
128,infomap,multilevel,rand,0.9687995769434162,Dolphins
129,infomap,multilevel,adjusted_rand,0.7997782907855923,Dolphins
131,infomap,multilevel,nmi,0.8727279607657477,Dolphins
138,infomap,multilevel,rand,0.9101004759386568,Dolphins
145,infomap,multilevel,vi,0.17816666962408823,Dolphins
146,infomap,multilevel,nmi,0.8443615224727118,Dolphins
155,infomap,multilevel,vi,0.623149957626473,Dolphins
162,infomap,multilevel,split-join,15.0,Dolphins
168,infomap,multilevel,rand,0.9386567953463777,Dolphins
173,infomap,multilevel,rand,0.9534637757800106,Dolphins
179,infomap,multilevel,adjusted_rand,0.7679432404240825,Dolphins
180,infomap,multilevel,vi,0.5020525093574792,Dolphins
184,infomap,multilevel,adjusted_rand,0.7693189902880807,Dolphins
185,infomap,multilevel,vi,0.5642923189786622,Dolphins
189,infomap,multilevel,adjusted_rand,0.8321191847755989,Dolphins
193,infomap,multilevel,rand,0.9323109465891064,Dolphins
195,infomap,multilevel,vi,0.6041568824187205,Dolphins
196,infomap,multilevel,nmi,0.793557858721762,Dolphins
199,infomap,multilevel,adjusted_rand,0.9246396171644728,Dolphins
0,infomap,multilevel,vi,0.2983032981839262,YeastB
1,infomap,multilevel,nmi,0.8591718613387243,YeastB
2,infomap,multilevel,split-join,3.0,YeastB
3,infomap,multilevel,rand,0.8543543543543543,YeastB
4,infomap,multilevel,adjusted_rand,0.6919904004799757,YeastB
5,infomap,multilevel,vi,0.3112812128548117,YeastB
6,infomap,multilevel,nmi,0.8327513022781962,YeastB
7,infomap,multilevel,split-join,7.0,YeastB
8,infomap,multilevel,rand,0.9009009009009008,YeastB
9,infomap,multilevel,adjusted_rand,0.7075795970594875,YeastB
11,infomap,multilevel,nmi,0.8985861011268419,YeastB
12,infomap,multilevel,split-join,6.0,YeastB
14,infomap,multilevel,adjusted_rand,0.726280917627718,YeastB
15,infomap,multilevel,vi,0.4806822640062425,YeastB
17,infomap,multilevel,split-join,10.0,YeastB
18,infomap,multilevel,rand,0.8948948948948948,YeastB
25,infomap,multilevel,vi,0.4936601786771275,YeastB
29,infomap,multilevel,adjusted_rand,0.5992206770814712,YeastB
31,infomap,multilevel,nmi,0.8290078851551467,YeastB
33,infomap,multilevel,rand,0.8888888888888887,YeastB
41,infomap,multilevel,nmi,1.0,YeastB
53,infomap,multilevel,rand,0.8603603603603602,YeastB
74,infomap,multilevel,adjusted_rand,0.6137583852491358,YeastB
84,infomap,multilevel,adjusted_rand,0.6322364592858243,YeastB
90,infomap,multilevel,vi,0.5000566231058565,YeastB
91,infomap,multilevel,nmi,0.9024015824515099,YeastB
97,infomap,multilevel,split-join,9.0,YeastB
130,infomap,multilevel,vi,0.4321602666075228,YeastB
157,infomap,multilevel,split-join,8.0,YeastB
188,infomap,multilevel,rand,1.0,YeastB
190,infomap,multilevel,vi,0.0,YeastB
0,infomap,multilevel,vi,0.19299317741440225,YeastA
1,infomap,multilevel,nmi,0.9472526195362408,YeastA
2,infomap,multilevel,split-join,8.0,YeastA
3,infomap,multilevel,rand,0.9622475856014048,YeastA
4,infomap,multilevel,adjusted_rand,0.906736614441129,YeastA
5,infomap,multilevel,vi,0.3012684130927332,YeastA
6,infomap,multilevel,nmi,0.9177402551149914,YeastA
12,infomap,multilevel,split-join,6.0,YeastA
13,infomap,multilevel,rand,0.9745390693590871,YeastA
24,infomap,multilevel,adjusted_rand,0.8610877118343616,YeastA
82,infomap,multilevel,split-join,10.0,YeastA
130,infomap,multilevel,vi,0.3879826970895648,YeastA
0,infomap,multilevel,vi,1.0416231053234744,Jazz
1,infomap,multilevel,nmi,0.5009610197973035,Jazz
2,infomap,multilevel,split-join,92.0,Jazz
3,infomap,multilevel,rand,0.6607188637645492,Jazz
4,infomap,multilevel,adjusted_rand,0.32225186193177807,Jazz
5,infomap,multilevel,vi,1.119865560826039,Jazz
6,infomap,multilevel,nmi,0.554370469656017,Jazz
7,infomap,multilevel,split-join,94.0,Jazz
8,infomap,multilevel,rand,0.6656924575706304,Jazz
9,infomap,multilevel,adjusted_rand,0.3212662367510043,Jazz
10,infomap,multilevel,vi,0.790762068868323,Jazz
13,infomap,multilevel,rand,0.6564118340768087,Jazz
14,infomap,multilevel,adjusted_rand,0.4490004074397409,Jazz
16,infomap,multilevel,nmi,0.5163200524503033,Jazz
18,infomap,multilevel,rand,0.654463415884736,Jazz
19,infomap,multilevel,adjusted_rand,0.3348926745763604,Jazz
20,infomap,multilevel,vi,1.0652310326067078,Jazz
21,infomap,multilevel,nmi,0.5295143119202491,Jazz
24,infomap,multilevel,adjusted_rand,0.3256612735765631,Jazz
26,infomap,multilevel,nmi,0.5299395139281371,Jazz
27,infomap,multilevel,split-join,91.0,Jazz
28,infomap,multilevel,rand,0.6977388094139367,Jazz
30,infomap,multilevel,vi,0.9918388386591996,Jazz
33,infomap,multilevel,rand,0.7204019894375226,Jazz
34,infomap,multilevel,adjusted_rand,0.33811992467094026,Jazz
36,infomap,multilevel,nmi,0.5283786488541042,Jazz
37,infomap,multilevel,split-join,95.0,Jazz
38,infomap,multilevel,rand,0.6790237399374455,Jazz
39,infomap,multilevel,adjusted_rand,0.3267079646815549,Jazz
41,infomap,multilevel,nmi,0.5317053918368333,Jazz
42,infomap,multilevel,split-join,98.0,Jazz
43,infomap,multilevel,rand,0.6498487412192999,Jazz
44,infomap,multilevel,adjusted_rand,0.33436830244069426,Jazz
45,infomap,multilevel,vi,1.0604931293149678,Jazz
46,infomap,multilevel,nmi,0.5286757087281203,Jazz
47,infomap,multilevel,split-join,81.0,Jazz
48,infomap,multilevel,rand,0.6851253653284111,Jazz
50,infomap,multilevel,vi,1.0677404886236754,Jazz
53,infomap,multilevel,rand,0.6554376249807722,Jazz
54,infomap,multilevel,adjusted_rand,0.3248328522889188,Jazz
55,infomap,multilevel,vi,1.0759261573342151,Jazz
56,infomap,multilevel,nmi,0.5451518347388679,Jazz
60,infomap,multilevel,vi,1.1076839541776242,Jazz
61,infomap,multilevel,nmi,0.5301719092169432,Jazz
62,infomap,multilevel,split-join,85.0,Jazz
65,infomap,multilevel,vi,1.0133282817119262,Jazz
66,infomap,multilevel,nmi,0.5282545724718603,Jazz
67,infomap,multilevel,split-join,82.0,Jazz
68,infomap,multilevel,rand,0.7173255396605653,Jazz
69,infomap,multilevel,adjusted_rand,0.40567662127509374,Jazz
73,infomap,multilevel,rand,0.6558478182843664,Jazz
76,infomap,multilevel,nmi,0.5248695641288365,Jazz
77,infomap,multilevel,split-join,96.0,Jazz
78,infomap,multilevel,rand,0.7037891606419526,Jazz
80,infomap,multilevel,vi,1.0541305429126662,Jazz
82,infomap,multilevel,split-join,79.0,Jazz
83,infomap,multilevel,rand,0.653796851766395,Jazz
84,infomap,multilevel,adjusted_rand,0.3134830805232534,Jazz
85,infomap,multilevel,vi,1.0678534563468682,Jazz
88,infomap,multilevel,rand,0.7000974209096038,Jazz
89,infomap,multilevel,adjusted_rand,0.4407934362237575,Jazz
90,infomap,multilevel,vi,1.0661753653802315,Jazz
91,infomap,multilevel,nmi,0.5504611433871279,Jazz
92,infomap,multilevel,split-join,90.0,Jazz
94,infomap,multilevel,adjusted_rand,0.33646451380483194,Jazz
96,infomap,multilevel,nmi,0.5497201041264935,Jazz
97,infomap,multilevel,split-join,76.0,Jazz
100,infomap,multilevel,vi,0.9123416798768589,Jazz
101,infomap,multilevel,nmi,0.6104148547368544,Jazz
103,infomap,multilevel,rand,0.6599497513203096,Jazz
104,infomap,multilevel,adjusted_rand,0.44518967653567554,Jazz
106,infomap,multilevel,nmi,0.5312851397423245,Jazz
108,infomap,multilevel,rand,0.6985591960211254,Jazz
110,infomap,multilevel,vi,1.13012748339459,Jazz
111,infomap,multilevel,nmi,0.6111543841593658,Jazz
115,infomap,multilevel,vi,1.0526985264219642,Jazz
116,infomap,multilevel,nmi,0.5038030388170763,Jazz
118,infomap,multilevel,rand,0.6982515510434295,Jazz
121,infomap,multilevel,nmi,0.5851201702817337,Jazz
125,infomap,multilevel,vi,1.0381001295871182,Jazz
128,infomap,multilevel,rand,0.6581038814541353,Jazz
129,infomap,multilevel,adjusted_rand,0.32584254014945363,Jazz
132,infomap,multilevel,split-join,89.0,Jazz
133,infomap,multilevel,rand,0.712813413321028,Jazz
134,infomap,multilevel,adjusted_rand,0.3223485438251357,Jazz
0,infomap,multilevel,vi,1.9135864661049917,Copperfield
1,infomap,multilevel,nmi,0.051779861902182096,Copperfield
2,infomap,multilevel,split-join,93.0,Copperfield
3,infomap,multilevel,rand,0.1924066924066924,Copperfield
4,infomap,multilevel,adjusted_rand,0.01317909810384259,Copperfield
5,infomap,multilevel,vi,1.6328656499846828,Copperfield
6,infomap,multilevel,nmi,0.06452776600125516,Copperfield
7,infomap,multilevel,split-join,88.0,Copperfield
8,infomap,multilevel,rand,0.18581081081081072,Copperfield
9,infomap,multilevel,adjusted_rand,0.005708860103006863,Copperfield
10,infomap,multilevel,vi,2.0481226939749186,Copperfield
11,infomap,multilevel,nmi,0.059404853285330135,Copperfield
12,infomap,multilevel,split-join,84.0,Copperfield
13,infomap,multilevel,rand,0.20173745173745175,Copperfield
14,infomap,multilevel,adjusted_rand,0.014242732620702971,Copperfield
15,infomap,multilevel,vi,1.7273389316638503,Copperfield
16,infomap,multilevel,nmi,0.0626738287083004,Copperfield
17,infomap,multilevel,split-join,90.0,Copperfield
18,infomap,multilevel,rand,0.20736808236808235,Copperfield
19,infomap,multilevel,adjusted_rand,0.022802361076946512,Copperfield
20,infomap,multilevel,vi,1.730883632079728,Copperfield
21,infomap,multilevel,nmi,0.06414353143141126,Copperfield
22,infomap,multilevel,split-join,78.0,Copperfield
23,infomap,multilevel,rand,0.21509009009009014,Copperfield
24,infomap,multilevel,adjusted_rand,0.00871140959971423,Copperfield
25,infomap,multilevel,vi,1.8056557658962606,Copperfield
26,infomap,multilevel,nmi,0.03979750460333227,Copperfield
28,infomap,multilevel,rand,0.18790218790218788,Copperfield
29,infomap,multilevel,adjusted_rand,0.008830443076115644,Copperfield
30,infomap,multilevel,vi,1.9299957327397936,Copperfield
31,infomap,multilevel,nmi,0.05774091045681867,Copperfield
33,infomap,multilevel,rand,0.1928893178893178,Copperfield
34,infomap,multilevel,adjusted_rand,0.011776404574188395,Copperfield
35,infomap,multilevel,vi,1.7054692238214688,Copperfield
36,infomap,multilevel,nmi,0.04863417027028661,Copperfield
38,infomap,multilevel,rand,0.20222007722007718,Copperfield
39,infomap,multilevel,adjusted_rand,-0.0019262795351518121,Copperfield
40,infomap,multilevel,vi,1.867280354376983,Copperfield
41,infomap,multilevel,nmi,0.06871317515905093,Copperfield
42,infomap,multilevel,split-join,85.0,Copperfield
43,infomap,multilevel,rand,0.16361003861003862,Copperfield
44,infomap,multilevel,adjusted_rand,0.011099893435417538,Copperfield
45,infomap,multilevel,vi,1.7700243523007497,Copperfield
46,infomap,multilevel,nmi,0.052625422883285145,Copperfield
48,infomap,multilevel,rand,0.21074646074646064,Copperfield
49,infomap,multilevel,adjusted_rand,0.013266660219942142,Copperfield
50,infomap,multilevel,vi,1.882518590071468,Copperfield
51,infomap,multilevel,nmi,0.05118882379750569,Copperfield
52,infomap,multilevel,split-join,91.0,Copperfield
53,infomap,multilevel,rand,0.2014157014157014,Copperfield
54,infomap,multilevel,adjusted_rand,0.0027718355332136263,Copperfield
55,infomap,multilevel,vi,1.7483963476324547,Copperfield
56,infomap,multilevel,nmi,0.06612411892720049,Copperfield
58,infomap,multilevel,rand,0.18951093951093959,Copperfield
59,infomap,multilevel,adjusted_rand,0.005125401024626504,Copperfield
60,infomap,multilevel,vi,1.9753928470455588,Copperfield
61,infomap,multilevel,nmi,0.0718425529273838,Copperfield
62,infomap,multilevel,split-join,92.0,Copperfield
63,infomap,multilevel,rand,0.2192728442728444,Copperfield
64,infomap,multilevel,adjusted_rand,0.013623435689488983,Copperfield
65,infomap,multilevel,vi,1.8600557552775763,Copperfield
66,infomap,multilevel,nmi,0.06565872888381755,Copperfield
67,infomap,multilevel,split-join,89.0,Copperfield
68,infomap,multilevel,rand,0.21412483912483915,Copperfield
69,infomap,multilevel,adjusted_rand,0.009214627116683857,Copperfield
70,infomap,multilevel,vi,1.9986131954567972,Copperfield
71,infomap,multilevel,nmi,0.0690769454151286,Copperfield
72,infomap,multilevel,split-join,79.0,Copperfield
73,infomap,multilevel,rand,0.1854890604890605,Copperfield
74,infomap,multilevel,adjusted_rand,0.01131716441107234,Copperfield
75,infomap,multilevel,vi,1.7750207063628722,Copperfield
76,infomap,multilevel,nmi,0.06079460284728864,Copperfield
78,infomap,multilevel,rand,0.19321106821106815,Copperfield
79,infomap,multilevel,adjusted_rand,0.009804194008974587,Copperfield
80,infomap,multilevel,vi,2.0474556733492273,Copperfield
81,infomap,multilevel,nmi,0.048907813749193424,Copperfield
83,infomap,multilevel,rand,0.23037323037323026,Copperfield
84,infomap,multilevel,adjusted_rand,0.010207288070055488,Copperfield
85,infomap,multilevel,vi,1.903934966562804,Copperfield
86,infomap,multilevel,nmi,0.057922866185076305,Copperfield
88,infomap,multilevel,rand,0.18983268983268997,Copperfield
89,infomap,multilevel,adjusted_rand,0.002837063532060254,Copperfield
90,infomap,multilevel,vi,1.7934139440896262,Copperfield
91,infomap,multilevel,nmi,0.04913114498861733,Copperfield
92,infomap,multilevel,split-join,81.0,Copperfield
93,infomap,multilevel,rand,0.2076898326898327,Copperfield
94,infomap,multilevel,adjusted_rand,0.005854004012769528,Copperfield
95,infomap,multilevel,vi,1.8438470497632646,Copperfield
96,infomap,multilevel,nmi,0.05047838178035916,Copperfield
98,infomap,multilevel,rand,0.1853281853281854,Copperfield
99,infomap,multilevel,adjusted_rand,0.009408011588923331,Copperfield
100,infomap,multilevel,vi,1.540068314340035,Copperfield
101,infomap,multilevel,nmi,0.04715173344855812,Copperfield
103,infomap,multilevel,rand,0.20849420849420836,Copperfield
104,infomap,multilevel,adjusted_rand,0.00022277543166390992,Copperfield
105,infomap,multilevel,vi,1.866836976456532,Copperfield
106,infomap,multilevel,nmi,0.06371497766176827,Copperfield
108,infomap,multilevel,rand,0.18693693693693694,Copperfield
109,infomap,multilevel,adjusted_rand,0.009028495638221496,Copperfield
110,infomap,multilevel,vi,1.7734605470816642,Copperfield
111,infomap,multilevel,nmi,0.061680308898923515,Copperfield
112,infomap,multilevel,split-join,87.0,Copperfield
113,infomap,multilevel,rand,0.21283783783783772,Copperfield
114,infomap,multilevel,adjusted_rand,0.005198287128671433,Copperfield
115,infomap,multilevel,vi,1.7764212711455403,Copperfield
116,infomap,multilevel,nmi,0.050326025526349016,Copperfield
118,infomap,multilevel,rand,0.1901544401544402,Copperfield
119,infomap,multilevel,adjusted_rand,0.010725111992991757,Copperfield
120,infomap,multilevel,vi,1.8351904213292434,Copperfield
121,infomap,multilevel,nmi,0.058373765374579244,Copperfield
123,infomap,multilevel,rand,0.17310167310167315,Copperfield
124,infomap,multilevel,adjusted_rand,0.004685514242752789,Copperfield
125,infomap,multilevel,vi,2.0333985912972463,Copperfield
126,infomap,multilevel,nmi,0.04949026275126629,Copperfield
128,infomap,multilevel,rand,0.2134813384813385,Copperfield
129,infomap,multilevel,adjusted_rand,0.005220032100054528,Copperfield
130,infomap,multilevel,vi,1.8497688062992967,Copperfield
131,infomap,multilevel,nmi,0.06429232511073389,Copperfield
132,infomap,multilevel,split-join,86.0,Copperfield
133,infomap,multilevel,rand,0.1850064350064349,Copperfield
134,infomap,multilevel,adjusted_rand,0.006184495879537837,Copperfield
0,infomap,multilevel,vi,0.962863282139061,Bsubtilis
1,infomap,multilevel,nmi,0.7862598543736425,Bsubtilis
2,infomap,multilevel,split-join,116.0,Bsubtilis
3,infomap,multilevel,rand,0.9236487953114824,Bsubtilis
4,infomap,multilevel,adjusted_rand,0.7239903408820497,Bsubtilis
5,infomap,multilevel,vi,0.9660393318717913,Bsubtilis
6,infomap,multilevel,nmi,0.8121418112841677,Bsubtilis
7,infomap,multilevel,split-join,115.0,Bsubtilis
8,infomap,multilevel,rand,0.9434827436509658,Bsubtilis
9,infomap,multilevel,adjusted_rand,0.7629744597732219,Bsubtilis
10,infomap,multilevel,vi,0.9020529841643223,Bsubtilis
11,infomap,multilevel,nmi,0.8084991840544872,Bsubtilis
13,infomap,multilevel,rand,0.9159973952680703,Bsubtilis
14,infomap,multilevel,adjusted_rand,0.7094449724050197,Bsubtilis
15,infomap,multilevel,vi,0.9886166630180648,Bsubtilis
16,infomap,multilevel,nmi,0.7899343116019667,Bsubtilis
17,infomap,multilevel,split-join,111.0,Bsubtilis
18,infomap,multilevel,rand,0.9154004775341873,Bsubtilis
19,infomap,multilevel,adjusted_rand,0.7311013123075553,Bsubtilis
20,infomap,multilevel,vi,0.9531224188931202,Bsubtilis
21,infomap,multilevel,nmi,0.7738753016891088,Bsubtilis
22,infomap,multilevel,split-join,123.0,Bsubtilis
23,infomap,multilevel,rand,0.9280985456913393,Bsubtilis
24,infomap,multilevel,adjusted_rand,0.7196239552056327,Bsubtilis
25,infomap,multilevel,vi,1.0366372655876241,Bsubtilis
26,infomap,multilevel,nmi,0.7879724593986084,Bsubtilis
27,infomap,multilevel,split-join,125.0,Bsubtilis
28,infomap,multilevel,rand,0.9411493379639678,Bsubtilis
29,infomap,multilevel,adjusted_rand,0.5992860332490153,Bsubtilis
30,infomap,multilevel,vi,0.9315717247314779,Bsubtilis
31,infomap,multilevel,nmi,0.7793299507790654,Bsubtilis
32,infomap,multilevel,split-join,114.0,Bsubtilis
33,infomap,multilevel,rand,0.9385988712828306,Bsubtilis
34,infomap,multilevel,adjusted_rand,0.6910806823245078,Bsubtilis
35,infomap,multilevel,vi,1.037097685506152,Bsubtilis
36,infomap,multilevel,nmi,0.7893542932207009,Bsubtilis
37,infomap,multilevel,split-join,109.0,Bsubtilis
38,infomap,multilevel,rand,0.9444052528760583,Bsubtilis
39,infomap,multilevel,adjusted_rand,0.6745098165557477,Bsubtilis
40,infomap,multilevel,vi,0.9441166453557281,Bsubtilis
41,infomap,multilevel,nmi,0.7775102200756782,Bsubtilis
42,infomap,multilevel,split-join,117.0,Bsubtilis
43,infomap,multilevel,rand,0.9311102669850226,Bsubtilis
44,infomap,multilevel,adjusted_rand,0.7298562454364207,Bsubtilis
45,infomap,multilevel,vi,1.154870028005123,Bsubtilis
46,infomap,multilevel,nmi,0.8276421559090743,Bsubtilis
47,infomap,multilevel,split-join,110.0,Bsubtilis
48,infomap,multilevel,rand,0.9080746689819841,Bsubtilis
49,infomap,multilevel,adjusted_rand,0.6980868040899874,Bsubtilis
50,infomap,multilevel,vi,0.936287922844381,Bsubtilis
51,infomap,multilevel,nmi,0.7824393402815653,Bsubtilis
52,infomap,multilevel,split-join,107.0,Bsubtilis
53,infomap,multilevel,rand,0.9380019535489473,Bsubtilis
54,infomap,multilevel,adjusted_rand,0.6265608111086082,Bsubtilis
55,infomap,multilevel,vi,0.9446863865736614,Bsubtilis
56,infomap,multilevel,nmi,0.7963666808112588,Bsubtilis
57,infomap,multilevel,split-join,130.0,Bsubtilis
58,infomap,multilevel,rand,0.9416648578250488,Bsubtilis
59,infomap,multilevel,adjusted_rand,0.6397929675022697,Bsubtilis
60,infomap,multilevel,vi,0.9863503001491578,Bsubtilis
61,infomap,multilevel,nmi,0.7893728308511725,Bsubtilis
62,infomap,multilevel,split-join,119.0,Bsubtilis
63,infomap,multilevel,rand,0.9407152159756891,Bsubtilis
64,infomap,multilevel,adjusted_rand,0.7121148410836611,Bsubtilis
65,infomap,multilevel,vi,0.8893338099145205,Bsubtilis
66,infomap,multilevel,nmi,0.7964319863966574,Bsubtilis
68,infomap,multilevel,rand,0.9297807683959192,Bsubtilis
69,infomap,multilevel,adjusted_rand,0.6502646321463232,Bsubtilis
70,infomap,multilevel,vi,0.9118032734700248,Bsubtilis
71,infomap,multilevel,nmi,0.81174720771688,Bsubtilis
73,infomap,multilevel,rand,0.9429400911656173,Bsubtilis
74,infomap,multilevel,adjusted_rand,0.6799209665940894,Bsubtilis
75,infomap,multilevel,vi,1.1467010839308265,Bsubtilis
76,infomap,multilevel,nmi,0.8065201573422759,Bsubtilis
78,infomap,multilevel,rand,0.9203114825265899,Bsubtilis
79,infomap,multilevel,adjusted_rand,0.8043516824501125,Bsubtilis
80,infomap,multilevel,vi,0.9246377498077507,Bsubtilis
81,infomap,multilevel,nmi,0.790888293217645,Bsubtilis
82,infomap,multilevel,split-join,142.0,Bsubtilis
83,infomap,multilevel,rand,0.9275830258302584,Bsubtilis
84,infomap,multilevel,adjusted_rand,0.7013898305753375,Bsubtilis
85,infomap,multilevel,vi,1.074328326608558,Bsubtilis
86,infomap,multilevel,nmi,0.7560952360361365,Bsubtilis
87,infomap,multilevel,split-join,120.0,Bsubtilis
88,infomap,multilevel,rand,0.9492619926199264,Bsubtilis
89,infomap,multilevel,adjusted_rand,0.6919201239664876,Bsubtilis
0,infomap,multilevel,vi,0.2652759387161989,Iceland
1,infomap,multilevel,nmi,0.8036622164871007,Iceland
2,infomap,multilevel,split-join,4.0,Iceland
3,infomap,multilevel,rand,0.984622342831298,Iceland
4,infomap,multilevel,adjusted_rand,0.9467582854204645,Iceland
6,infomap,multilevel,nmi,0.9512502721595923,Iceland
8,infomap,multilevel,rand,0.8968792401628222,Iceland
9,infomap,multilevel,adjusted_rand,0.6094159264243082,Iceland
10,infomap,multilevel,vi,0.1715598532658329,Iceland
11,infomap,multilevel,nmi,0.904339612600459,Iceland
12,infomap,multilevel,split-join,6.0,Iceland
13,infomap,multilevel,rand,0.9520578923563998,Iceland
14,infomap,multilevel,adjusted_rand,0.9194020559584094,Iceland
15,infomap,multilevel,vi,0.346993783407489,Iceland
16,infomap,multilevel,nmi,0.77672396749662,Iceland
18,infomap,multilevel,rand,0.9701492537313434,Iceland
19,infomap,multilevel,adjusted_rand,0.6699349531279896,Iceland
20,infomap,multilevel,vi,0.4594749657569599,Iceland
21,infomap,multilevel,nmi,0.8304807921384364,Iceland
23,infomap,multilevel,rand,0.9773857982813207,Iceland
24,infomap,multilevel,adjusted_rand,0.6930139322176571,Iceland
26,infomap,multilevel,nmi,0.7467501391868121,Iceland
28,infomap,multilevel,rand,0.9068294889190412,Iceland
31,infomap,multilevel,nmi,0.8962265366727609,Iceland
33,infomap,multilevel,rand,0.9131614654002714,Iceland
34,infomap,multilevel,adjusted_rand,0.5525360884194195,Iceland
37,infomap,multilevel,split-join,10.0,Iceland
39,infomap,multilevel,adjusted_rand,0.8598726114649681,Iceland
40,infomap,multilevel,vi,0.17420485866211344,Iceland
41,infomap,multilevel,nmi,0.9348309466071122,Iceland
42,infomap,multilevel,split-join,20.0,Iceland
43,infomap,multilevel,rand,0.8900949796472186,Iceland
45,infomap,multilevel,vi,0.22161894824556816,Iceland
46,infomap,multilevel,nmi,0.9081985054157712,Iceland
48,infomap,multilevel,rand,0.9728629579375848,Iceland
49,infomap,multilevel,adjusted_rand,0.8442810841841311,Iceland
50,infomap,multilevel,vi,0.9670102513369399,Iceland
51,infomap,multilevel,nmi,0.9246203026591252,Iceland
52,infomap,multilevel,split-join,27.0,Iceland
54,infomap,multilevel,adjusted_rand,0.6686820382182207,Iceland
57,infomap,multilevel,split-join,18.0,Iceland
59,infomap,multilevel,adjusted_rand,0.8835635232781481,Iceland
62,infomap,multilevel,split-join,25.0,Iceland
64,infomap,multilevel,adjusted_rand,0.8972835314091686,Iceland
65,infomap,multilevel,vi,0.7726680490179025,Iceland
66,infomap,multilevel,nmi,0.9354814768322068,Iceland
70,infomap,multilevel,vi,0.8564778892364502,Iceland
73,infomap,multilevel,rand,0.8661239258254183,Iceland
75,infomap,multilevel,vi,0.7932381252449425,Iceland
76,infomap,multilevel,nmi,0.919006821925958,Iceland
79,infomap,multilevel,adjusted_rand,0.6098291358184349,Iceland
83,infomap,multilevel,rand,0.9402985074626864,Iceland
84,infomap,multilevel,adjusted_rand,0.579331785696826,Iceland
87,infomap,multilevel,split-join,22.0,Iceland
90,infomap,multilevel,vi,0.2845862090051021,Iceland
92,infomap,multilevel,split-join,29.0,Iceland
93,infomap,multilevel,rand,0.9601990049751243,Iceland
96,infomap,multilevel,nmi,0.8052276482137354,Iceland
101,infomap,multilevel,nmi,0.9181052109225806,Iceland
104,infomap,multilevel,adjusted_rand,0.8874270015337264,Iceland
107,infomap,multilevel,split-join,0.0,Iceland
120,infomap,multilevel,vi,0.37830229445546903,Iceland
124,infomap,multilevel,adjusted_rand,0.5947382570018088,Iceland
128,infomap,multilevel,rand,0.9629127091813661,Iceland
130,infomap,multilevel,vi,1.0170693463166756,Iceland
133,infomap,multilevel,rand,0.9764812302125734,Iceland
144,infomap,multilevel,adjusted_rand,0.921703360912448,Iceland
