,method1,method2,metric,value,dataName
90,infomap,multilevel,vi,0.16882040073018345,Dolphins
91,infomap,multilevel,nmi,0.9503495750078393,Dolphins
92,infomap,multilevel,split-join,14.0,Dolphins
93,infomap,multilevel,rand,1.0,Dolphins
95,infomap,multilevel,vi,0.5424687206980026,Dolphins
97,infomap,multilevel,split-join,19.0,Dolphins
104,infomap,multilevel,adjusted_rand,0.6293230363181391,Dolphins
105,infomap,multilevel,vi,0.5020525093574792,Dolphins
109,infomap,multilevel,adjusted_rand,0.8457457176394014,Dolphins
114,infomap,multilevel,adjusted_rand,0.8837492670193379,Dolphins
121,infomap,multilevel,nmi,0.8389000279048938,Dolphins
122,infomap,multilevel,split-join,15.0,Dolphins
123,infomap,multilevel,rand,0.9095716552088842,Dolphins
129,infomap,multilevel,adjusted_rand,0.8521387878039132,Dolphins
131,infomap,multilevel,nmi,0.885718759661325,Dolphins
138,infomap,multilevel,rand,0.9386567953463777,Dolphins
141,infomap,multilevel,nmi,0.793557858721762,Dolphins
145,infomap,multilevel,vi,0.37592582463210134,Dolphins
146,infomap,multilevel,nmi,0.8092338011339246,Dolphins
148,infomap,multilevel,rand,0.9196192490745637,Dolphins
151,infomap,multilevel,nmi,0.7831125052257201,Dolphins
153,infomap,multilevel,rand,0.9471179270227393,Dolphins
154,infomap,multilevel,adjusted_rand,0.8729914045465643,Dolphins
158,infomap,multilevel,rand,0.9476467477525119,Dolphins
160,infomap,multilevel,vi,0.0,Dolphins
164,infomap,multilevel,adjusted_rand,0.6606171100021522,Dolphins
171,infomap,multilevel,nmi,1.0,Dolphins
173,infomap,multilevel,rand,0.9830777366472765,Dolphins
174,infomap,multilevel,adjusted_rand,0.930891202066924,Dolphins
180,infomap,multilevel,vi,0.26733100170961466,Dolphins
191,infomap,multilevel,nmi,0.9671577684226496,Dolphins
193,infomap,multilevel,rand,0.9386567953463775,Dolphins
196,infomap,multilevel,nmi,0.9407445084602436,Dolphins
